Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
14,64.0,Medium,Medium,NULL,6,85,Medium,--,0,Medium,Medium,N/A,Neutral,3,No,High School,Near,Male,
16,61.0,Medium,Medium,No,Not Available,86,Low,Yes,2,NULL,High,Public,Positive,2,No,High School,Near,Male,62
24,66.0,High,Low,Yes,8,81,High,Yes,Not Available,Medium,Medium,Public,Neutral,4,No,High School,Unknown,Male,65
16,100.0,--,Unknown,Yes,8,63,High,Yes,Not Available,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,--
21,67.0,,Medium,No,7,96,Low,,3,Low,Medium,Public,Neutral,2,No,High School,Far,Female,64
20,80.0,Medium,High,No,5,94,Medium,Yes,NULL,Low,Low,Private,Positive,4,Yes,Postgraduate,,Female,67
16,Unknown,High,High,Yes,9,76,Medium,Yes,0,Low,High,Public,Neutral,2,No,High School,NULL,Male,70
33,61.0,Medium,Medium,No,7,99,High,Yes,2,Medium,High,Public,Neutral,3,No,College,Near,Female,70
--,84.0,High,Low,No,7,65,Low,Yes,3,,High,Public,Positive,3,No,High School,Near,Female,69
8,71.0,High,Low,No,8,75,Medium,Yes,0,Medium,High,Public,Positive,3,No,High School,Near,Male,61
21,94.0,Medium,Medium,No,7,96,Low,Yes,0,Medium,NULL,Private,Neutral,2,Yes,Postgraduate,Moderate,Male,69
16,N/A,High,Medium,Yes,5,73,Medium,Yes,1,Medium,NULL,Public,Neutral,Unknown,Yes,High School,Near,NULL,63
25,87.0,Medium,Low,Yes,7,74,Low,Yes,0,Medium,High,Public,Neutral,4,Yes,High School,Near,Male,67
15,87.0,Low,Medium,No,4,54,Medium,Unknown,1,Medium,Medium,Public,Neutral,6,No,--,Moderate,Male,65
19,69.0,Medium,Medium,Yes,7,61,High,Yes,3,High,High,Public,Neutral,4,No,High School,Moderate,Male,66
23,61.0,Low,Medium,No,9,58,Medium,Yes,4,NULL,Medium,Public,Neutral,2,--,High School,Near,Male,63
25,76.0,Unknown,High,Yes,4,78,Medium,Yes,2,Medium,Medium,Private,Negative,3,Unknown,High School,Not Available,Female,68
13,72.0,High,High,No,7,66,Medium,Yes,0,Low,High,N/A,Neutral,4,No,Postgraduate,Near,Male,65
18,92.0,Low,Medium,Yes,8,54,Medium,Yes,1,Unknown,Medium,Public,Positive,3,No,High School,Near,Male,NULL
17,--,Low,Low,Yes,8,Not Available,Medium,Yes,2,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Female,68
16,78.0,N/A,High,No,6,83,Medium,Yes,0,Low,Low,Public,Neutral,3,Yes,College,Near,Male,64
31,84.0,Medium,Medium,No,5,87,High,Yes,N/A,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,71
--,84.0,,,Yes,6,92,Low,Yes,0,Medium,Medium,Public,Neutral,5,No,High School,Near,Not Available,69
12,93.0,Medium,Medium,Yes,9,74,Low,Yes,1,N/A,Medium,N/A,Neutral,3,No,Postgraduate,Moderate,Male,--
26,77.0,Low,Medium,Not Available,4,70,Low,Yes,2,High,,Public,Neutral,3,Yes,College,Moderate,Female,65
33,71.0,Low,Medium,No,5,84,N/A,Yes,NULL,Medium,Medium,Public,Positive,2,No,High School,Near,Male,68
26,71.0,High,Medium,Yes,6,NULL,N/A,No,1,NULL,Medium,Private,Positive,3,No,Postgraduate,Moderate,--,67
11,81.0,Medium,Medium,Yes,6,82,High,Yes,3,Medium,High,Public,Neutral,4,No,High School,Near,Male,67
17,78.0,Medium,High,Yes,7,70,Medium,No,2,Low,,Public,Positive,3,No,Unknown,Near,Unknown,66
28,78.0,--,Medium,No,9,73,High,Yes,2,Medium,Medium,Public,Not Available,4,No,College,Moderate,Female,70
16,64.0,High,Low,Yes,5,N/A,Medium,Yes,3,Medium,High,Private,Positive,4,--,Postgraduate,Moderate,Female,65
23,89.0,Low,Low,Yes,7,--,Low,Yes,4,Medium,Low,Private,Positive,4,No,Postgraduate,Near,Female,69
25,69.0,Medium,Medium,Yes,7,70,Low,No,1,High,High,Public,NULL,4,No,High School,Far,Not Available,65
14,68.0,NULL,Medium,No,6,65,Medium,Yes,1,High,Medium,Public,Neutral,3,Unknown,College,Near,Male,63
20,77.0,Medium,Medium,No,5,98,Low,Yes,2,Low,High,Private,Neutral,2,No,Postgraduate,Far,Female,67
1,69.0,High,Medium,Yes,6,97,Medium,Yes,1,,NULL,Public,Positive,3,No,High School,Near,Female,61
14,83.0,Medium,Low,Yes,6,82,,Yes,0,Medium,Medium,Unknown,Positive,2,No,N/A,Near,Female,65
18,75.0,N/A,High,Yes,8,95,Medium,Yes,1,Low,Low,Public,Neutral,2,No,College,Near,Female,66
13,78.0,Medium,High,NULL,Not Available,88,High,Yes,0,High,Low,Public,Neutral,3,No,College,Near,Male,66
30,81.0,Medium,Low,Yes,5,67,Medium,Yes,1,High,High,Public,Negative,1,No,High School,Near,Male,Unknown
NULL,68.0,Unknown,Medium,No,6,80,Medium,Yes,2,Medium,Medium,Public,Positive,3,NULL,NULL,Unknown,Female,63
17,66.0,Low,High,No,6,61,Medium,Yes,1,High,Medium,,--,6,No,Postgraduate,Near,Male,65
21,95.0,Low,Low,No,10,84,NULL,Yes,0,High,Medium,Public,Neutral,Unknown,Yes,High School,Near,Male,67
29,77.0,High,High,Yes,7,52,Medium,Yes,2,High,Medium,Public,Negative,3,Yes,High School,Near,Female,69
11,76.0,Low,Medium,Yes,5,92,Medium,Yes,4,Unknown,Low,Public,Negative,2,No,Postgraduate,Near,Male,65
27,61.0,Medium,Medium,No,6,79,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,65
20,N/A,High,Low,N/A,6,53,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,College,Moderate,N/A,65
14,82.0,Medium,High,Yes,8,94,Low,Yes,2,Low,,Public,Negative,5,No,College,Far,Female,67
23,82.0,Low,Medium,Yes,8,94,Medium,Yes,1,Medium,Medium,Public,Negative,--,--,High School,Not Available,NULL,66
21,88.0,N/A,High,No,7,93,Medium,Yes,4,Low,Medium,Public,Positive,3,No,High School,Near,Female,72
16,67.0,Medium,High,No,7,Unknown,High,Yes,3,Low,Medium,Public,Positive,3,No,College,Near,Male,66
20,70.0,Medium,Medium,Yes,7,84,,No,2,Medium,High,Private,Neutral,4,No,College,Far,--,Not Available
18,92.0,Unknown,Medium,Yes,7,70,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,69
21,98.0,Unknown,Low,No,4,57,Medium,Yes,2,High,Low,Public,Neutral,2,No,High School,Unknown,Female,68
24,65.0,Medium,Low,No,7,64,Low,Yes,1,High,Medium,Public,Neutral,1,No,--,Near,Male,64
Not Available,80.0,Low,High,No,Not Available,67,Medium,Yes,3,Medium,Medium,,Negative,4,No,College,Moderate,Female,69
13,69.0,Medium,Low,Yes,5,68,Low,Yes,0,High,Unknown,Public,Positive,1,Not Available,High School,Moderate,Female,59
--,--,High,Medium,Yes,10,78,Medium,Yes,0,Medium,Medium,Private,Positive,3,Not Available,High School,Moderate,Female,68
8,NULL,Medium,Medium,No,--,60,Medium,No,0,High,Medium,Private,Neutral,3,No,High School,Near,Female,60
19,66.0,Medium,High,No,7,59,Medium,,1,High,,Public,Negative,3,No,High School,Far,Male,N/A
Not Available,88.0,Low,Medium,Yes,Not Available,86,Low,Yes,0,Low,Unknown,Public,Negative,3,,College,Near,Male,67
22,81.0,Low,High,Yes,,50,High,Yes,4,Medium,Medium,Private,Positive,5,No,High School,Far,Female,68
16,66.0,,High,Yes,5,57,High,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,Not Available
19,60.0,Medium,High,Yes,7,72,High,Yes,3,Low,High,Public,Positive,3,No,High School,Moderate,Female,65
17,92.0,Low,Low,Yes,6,57,Medium,Yes,2,Medium,--,--,NULL,2,Yes,High School,Moderate,Female,65
16,67.0,High,Medium,No,8,98,,Yes,0,Low,Low,Public,Neutral,3,No,Unknown,Near,Female,63
25,84.0,Medium,Low,Yes,6,N/A,Low,Yes,2,Medium,High,Public,,3,Not Available,High School,Near,Male,70
22,73.0,Low,Medium,Yes,9,72,--,Yes,3,Medium,Medium,Public,Positive,3,NULL,High School,Near,Female,66
16,83.0,Medium,High,Not Available,7,56,Low,Yes,4,High,Medium,Public,Positive,3,No,High School,Near,Female,68
25,73.0,Low,Low,NULL,8,69,Medium,Yes,3,Medium,Medium,NULL,Positive,3,No,High School,Near,Female,
22,63.0,Low,Low,No,8,83,Medium,Yes,3,Medium,Medium,Private,Negative,1,No,College,Near,,63
NULL,69.0,High,,Yes,9,98,Medium,Yes,1,Low,Medium,Public,Negative,3,Yes,College,Moderate,Female,Unknown
24,68.0,Medium,Medium,Yes,6,74,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,65
15,77.0,Medium,Medium,Yes,8,85,High,Yes,1,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,66
17,,High,Low,Yes,4,60,High,Yes,2,High,,Private,Positive,3,Yes,College,Moderate,Female,67
24,71.0,Medium,Medium,Yes,7,81,Unknown,Yes,0,Low,Medium,Private,Positive,3,No,High School,Near,Not Available,66
Unknown,Unknown,Low,Medium,No,6,62,High,Yes,4,Low,High,NULL,Negative,3,No,High School,Near,Female,63
20,81.0,Medium,Medium,Yes,5,60,Low,Yes,Not Available,--,Medium,Public,Positive,4,Yes,High School,Near,Male,66
21,84.0,Medium,Medium,No,6,75,Low,Not Available,1,Unknown,Medium,Public,Positive,NULL,,College,Moderate,Male,67
28,99.0,Medium,Medium,Yes,6,NULL,Medium,No,1,Low,Medium,Public,Positive,N/A,No,High School,Near,Unknown,71
16,84.0,Medium,High,Yes,7,86,Medium,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Near,Female,67
NULL,79.0,Medium,High,Yes,6,97,Medium,Not Available,1,High,Low,Public,Neutral,4,No,High School,Moderate,Male,69
19,,N/A,Medium,Yes,7,70,Medium,Yes,Unknown,Low,Medium,Public,Negative,4,Yes,Postgraduate,Near,Female,67
N/A,97.0,High,Medium,Yes,6,--,High,Yes,2,Medium,Not Available,Private,Positive,2,No,College,Moderate,Female,--
Unknown,93.0,High,Low,No,,59,High,Yes,Unknown,Low,Unknown,Private,Negative,4,No,High School,Near,Female,70
25,73.0,Medium,High,Yes,7,N/A,Low,Yes,0,Not Available,Medium,Private,Neutral,4,No,--,Moderate,Male,67
25,69.0,Low,NULL,Yes,7,78,Medium,Yes,0,Low,N/A,Public,NULL,3,No,,NULL,Female,64
28,71.0,Medium,Unknown,No,8,69,High,Yes,1,Medium,High,Private,Neutral,1,No,College,Unknown,Female,67
20,80.0,Low,High,No,8,81,Medium,Yes,3,Medium,Medium,Private,Negative,4,No,Postgraduate,Near,Male,69
24,90.0,Low,Low,,7,83,Medium,Yes,0,Low,Medium,Private,Positive,3,No,College,,Male,68
18,80.0,Medium,Medium,No,8,55,Low,Yes,2,Low,Low,Public,Neutral,3,No,High School,Moderate,Male,63
22,63.0,--,High,Yes,7,85,,Yes,4,High,High,,Not Available,3,No,,Near,Female,68
19,89.0,High,Medium,Yes,7,95,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Near,Male,70
21,92.0,Medium,Low,Yes,8,51,Low,Yes,0,Medium,Medium,,Neutral,--,No,Unknown,Moderate,Male,66
24,72.0,High,High,N/A,6,78,Unknown,,0,Low,High,Public,Negative,6,No,High School,Near,Female,68
15,87.0,--,Low,Yes,4,80,High,Yes,N/A,Low,Medium,Private,Positive,3,No,College,Near,Male,67
33,77.0,Low,High,Yes,5,85,Medium,Yes,0,Low,Unknown,Private,Neutral,5,No,High School,Far,Female,69
14,96.0,Medium,Low,Yes,9,69,High,,0,,Unknown,NULL,Negative,3,Yes,College,Near,Female,66
13,94.0,Medium,Medium,NULL,7,91,Low,Yes,,Low,Medium,Public,Neutral,3,No,High School,Near,Male,68
27,81.0,Medium,Medium,Yes,7,77,Medium,Yes,2,Medium,Low,Public,Neutral,2,Yes,Postgraduate,Moderate,Female,Unknown
25,88.0,Medium,Medium,Yes,7,Not Available,Low,Yes,1,Medium,Medium,Private,Positive,3,No,NULL,Moderate,Male,70
24,95.0,Medium,High,Yes,Unknown,86,High,Not Available,1,Not Available,High,Private,Neutral,3,No,College,Near,Male,74
24,80.0,Medium,High,Yes,7,96,High,Yes,0,Low,High,Public,Positive,0,No,College,Moderate,Female,70
20,73.0,Medium,Medium,Not Available,7,91,Low,Yes,1,Medium,High,Not Available,Neutral,2,No,Postgraduate,Moderate,Male,66
15,90.0,High,Medium,Yes,8,Not Available,Medium,Yes,1,Not Available,High,Private,Negative,3,No,College,Near,Female,69
20,69.0,Medium,High,No,6,63,Low,Yes,0,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,64
16,76.0,Low,--,Yes,8,56,Medium,No,1,Low,Medium,Public,Positive,1,No,High School,Near,Male,62
26,95.0,NULL,High,No,7,77,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,N/A,Female,70
19,89.0,High,Medium,Yes,7,52,Medium,Yes,2,Medium,Medium,Public,--,4,No,High School,Moderate,Male,68
15,76.0,Medium,Medium,Unknown,6,84,Low,Yes,0,Medium,High,Public,Neutral,3,No,College,Near,Female,65
18,69.0,High,High,No,7,62,Low,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,65
22,74.0,High,High,Yes,6,73,Low,Yes,3,High,High,Public,Positive,4,No,Postgraduate,Moderate,Female,71
17,71.0,High,Medium,Unknown,9,83,Low,Yes,2,Medium,Medium,Public,Neutral,5,No,High School,Near,Male,66
Not Available,67.0,Medium,Medium,No,4,74,Medium,Yes,0,Low,Medium,Public,Negative,3,N/A,College,Moderate,Male,61
21,90.0,Low,Medium,Yes,8,62,Low,Yes,2,Medium,High,Public,Negative,--,Yes,High School,Near,Male,67
21,70.0,Low,High,Yes,4,94,Medium,Yes,0,Low,High,Private,Neutral,2,No,College,Far,Male,65
17,78.0,Medium,High,No,8,88,Medium,Yes,0,Low,Medium,N/A,Negative,3,No,High School,Near,--,65
17,75.0,Medium,High,Yes,6,80,Medium,No,1,Low,Not Available,Private,N/A,5,No,High School,Moderate,Male,65
Not Available,99.0,Medium,Medium,No,8,85,High,Yes,4,Medium,Medium,Public,Positive,4,No,High School,Moderate,Male,73
11,76.0,Medium,Medium,Yes,7,Unknown,Medium,No,1,Medium,Low,Public,Neutral,--,No,College,Near,Male,62
12,63.0,Medium,Not Available,Yes,5,69,Low,Yes,0,Medium,High,Public,Negative,2,No,NULL,Moderate,Female,60
16,64.0,Low,Medium,Yes,9,58,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,61
19,84.0,Low,Medium,Yes,8,90,High,Yes,2,Low,Medium,Private,Neutral,3,No,Postgraduate,Far,Male,67
22,N/A,NULL,Medium,No,8,69,Medium,No,3,Medium,High,Private,Neutral,4,No,College,,Male,70
29,77.0,Low,High,No,Unknown,85,Medium,Yes,1,Medium,Medium,Public,Positive,1,No,College,Near,Male,69
25,77.0,Medium,Low,Yes,8,65,High,No,0,Medium,Medium,Public,Positive,5,No,College,Far,Female,66
19,62.0,Medium,Medium,No,5,90,Unknown,Unknown,2,Low,High,Public,Positive,3,No,College,Moderate,Male,N/A
20,81.0,High,Medium,Yes,4,55,Medium,Yes,1,Not Available,Medium,Private,Positive,2,--,Postgraduate,Moderate,Not Available,68
14,80.0,High,Medium,Yes,5,81,Medium,Yes,Unknown,N/A,Medium,Public,Positive,4,No,Postgraduate,Far,Female,67
20,66.0,Medium,Medium,No,6,90,NULL,Yes,0,Medium,Medium,Public,Neutral,1,No,College,Near,Female,64
18,64.0,Medium,Medium,Yes,6,--,High,Yes,--,Low,Not Available,Public,Positive,2,N/A,College,Near,Male,65
22,65.0,Low,High,Yes,6,85,Medium,Yes,2,High,Medium,N/A,Positive,3,Yes,Postgraduate,Near,N/A,66
15,--,Medium,Medium,Yes,6,76,High,Yes,2,Medium,Medium,Private,Positive,4,Yes,High School,,Female,63
23,84.0,High,Medium,--,6,NULL,Low,Yes,2,Low,Low,Public,Negative,2,No,High School,Moderate,Not Available,68
29,68.0,Medium,High,Yes,4,53,Medium,Yes,1,Medium,--,Private,Negative,4,No,High School,Far,Male,66
19,70.0,Medium,Medium,No,7,63,Low,No,3,Low,Low,Public,Neutral,5,No,High School,Near,Male,63
22,67.0,Low,Medium,No,7,86,Low,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,Unknown
24,98.0,High,Medium,Yes,6,97,Medium,Yes,1,Medium,Medium,Public,NULL,4,No,College,Far,Male,74
18,94.0,Medium,High,Yes,9,77,--,Not Available,1,Medium,High,Public,Positive,2,No,--,Moderate,Male,70
21,69.0,High,High,Yes,7,86,Medium,Yes,2,Low,Medium,Not Available,Neutral,3,No,High School,Near,Male,68
20,,Medium,Medium,Yes,7,84,Medium,Yes,,Medium,Medium,Public,Neutral,N/A,N/A,Postgraduate,Moderate,Female,66
21,68.0,Medium,Low,No,8,100,Low,Yes,0,Medium,Medium,Public,Positive,4,No,High School,Far,Male,63
15,80.0,Low,High,--,5,90,Medium,Yes,4,Low,Medium,--,Positive,3,No,College,Far,Female,67
20,61.0,Medium,Medium,No,7,81,Medium,Yes,,Medium,Low,Public,Neutral,N/A,No,High School,Moderate,Male,62
NULL,87.0,High,High,No,8,56,Medium,Yes,1,Medium,NULL,NULL,Positive,3,No,Postgraduate,Moderate,Male,71
29,81.0,High,Medium,--,7,68,Medium,Yes,N/A,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,72
26,96.0,,Medium,Yes,5,63,Medium,No,1,High,Medium,Private,Positive,2,No,Postgraduate,Near,Male,72
33,67.0,Medium,Medium,Yes,6,93,High,Yes,0,Low,High,Public,Neutral,3,No,High School,Far,Female,68
15,N/A,Medium,Low,Yes,7,72,N/A,Yes,1,Medium,Unknown,Public,Negative,5,No,High School,Near,Female,66
25,92.0,Medium,Medium,,4,77,Medium,Yes,0,Low,Medium,Unknown,Positive,3,Not Available,High School,Near,Male,70
21,65.0,Medium,Unknown,Yes,5,98,High,No,2,Low,Medium,Unknown,Positive,4,No,Postgraduate,Near,Male,66
33,N/A,Medium,Medium,Yes,10,92,Low,Yes,1,High,Medium,,Positive,3,No,Postgraduate,--,Female,--
15,67.0,High,Medium,Yes,8,89,N/A,Yes,0,High,--,Public,,4,No,High School,NULL,Female,64
15,70.0,High,Medium,No,9,57,Not Available,Yes,1,Medium,Medium,Private,Negative,3,No,High School,,Female,63
16,71.0,Medium,Medium,No,N/A,51,Medium,Yes,0,Low,Medium,Public,Negative,2,No,Postgraduate,Far,Female,61
7,Unknown,High,High,Yes,8,56,Medium,Yes,Unknown,Low,Medium,Private,Negative,2,No,High School,Far,Male,62
--,76.0,Medium,High,No,7,87,High,Yes,1,Medium,High,Public,Positive,4,No,High School,Near,Female,68
15,98.0,Low,Medium,Yes,8,71,Low,Yes,1,Medium,Medium,Public,Positive,3,No,N/A,Unknown,Male,68
21,65.0,Low,Medium,No,9,56,N/A,Yes,1,Unknown,Medium,Public,Positive,5,No,High School,Moderate,Male,63
22,99.0,Medium,Low,Yes,8,87,Low,Yes,1,Medium,Medium,Private,Neutral,4,No,,Moderate,Female,Not Available
31,69.0,High,Low,Yes,7,60,Medium,Unknown,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,68
26,91.0,,Medium,Yes,7,79,Medium,Unknown,1,Low,Medium,Private,Neutral,5,No,High School,Near,--,72
17,74.0,Medium,Not Available,NULL,8,--,Medium,Yes,4,Low,Low,Public,Positive,3,No,College,Unknown,Not Available,67
15,66.0,Low,High,NULL,6,80,Medium,No,1,N/A,Medium,Private,Neutral,1,No,College,Near,Male,61
23,--,Low,Medium,No,8,100,Medium,No,,Low,Medium,Public,Not Available,3,No,Postgraduate,Near,Male,69
12,NULL,Medium,Low,Yes,6,72,High,Yes,2,Low,N/A,Private,Negative,2,No,High School,Moderate,Female,61
31,86.0,High,High,Yes,6,66,Medium,Yes,3,Medium,--,Public,Positive,N/A,No,College,Moderate,Male,75
27,83.0,,Low,No,5,60,Medium,Yes,0,High,Low,Public,Neutral,2,No,College,Moderate,Female,68
17,79.0,Medium,Low,Yes,6,75,Low,Yes,1,Medium,High,Public,Neutral,4,No,High School,Near,Male,65
10,80.0,NULL,Medium,Yes,6,93,High,Yes,4,Medium,,Public,Negative,3,No,College,Moderate,--,67
28,89.0,Not Available,High,N/A,10,97,High,Yes,3,Medium,Low,Public,Negative,6,Unknown,High School,Near,Female,75
19,64.0,Low,Medium,No,6,99,Medium,,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,64
27,87.0,Medium,Medium,No,8,77,Medium,Yes,1,Low,High,Public,Neutral,4,No,High School,Moderate,Male,70
10,96.0,High,High,No,6,80,Medium,No,0,Not Available,Medium,Public,Neutral,4,No,High School,Moderate,Female,Not Available
16,62.0,Medium,Medium,Yes,7,79,,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,Unknown
20,66.0,High,High,No,7,73,Medium,Yes,1,--,Medium,Public,Negative,4,No,College,,Female,65
,89.0,Medium,Medium,Yes,4,58,Medium,Unknown,1,Medium,Medium,Public,Positive,3,No,Unknown,Far,Female,67
17,77.0,Low,High,Yes,5,53,Medium,Yes,2,High,Medium,Public,N/A,--,No,College,Near,Male,86
24,76.0,Low,High,No,6,72,High,Yes,3,Medium,High,Public,Neutral,3,Yes,High School,Moderate,Female,--
14,65.0,High,Medium,No,5,59,Low,Yes,1,High,Medium,NULL,Positive,4,N/A,Postgraduate,Far,Male,63
19,80.0,Medium,Medium,No,7,94,Medium,Yes,0,Medium,Low,Public,Neutral,3,No,College,Moderate,Female,66
21,65.0,High,High,No,7,88,Low,Yes,2,Low,Medium,Private,Neutral,1,No,,Near,Male,65
,79.0,--,Medium,,5,N/A,,Yes,1,Medium,Medium,Private,Neutral,Not Available,No,High School,Near,Female,67
24,91.0,Medium,Medium,No,7,52,Low,Yes,0,High,High,Public,Neutral,N/A,No,College,Near,Male,69
13,70.0,High,High,No,6,81,Medium,NULL,2,Medium,Low,Not Available,Positive,2,No,Postgraduate,Near,Male,--
11,79.0,Medium,Medium,Yes,7,81,,Yes,1,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,64
28,100.0,High,Not Available,Yes,6,72,Medium,Yes,1,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,--
22,87.0,--,NULL,No,8,83,Low,Yes,1,--,Medium,Public,Neutral,1,No,College,Far,Male,66
N/A,94.0,Medium,--,No,9,93,Low,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Near,Female,68
29,77.0,High,Low,Not Available,8,88,Low,Yes,0,Medium,High,Public,Positive,4,No,College,Moderate,Male,70
21,91.0,High,Medium,No,9,74,Medium,Yes,2,Low,Low,Private,Negative,2,No,,Near,Female,NULL
27,62.0,Medium,High,Yes,5,63,Low,Yes,4,High,NULL,Public,Negative,4,No,High School,Near,Female,67
20,N/A,Medium,Low,No,6,74,Low,Yes,0,Medium,,,Positive,3,No,College,Moderate,Male,62
N/A,68.0,Medium,Low,No,8,97,High,Yes,1,Low,Medium,Public,Not Available,2,No,High School,Near,Male,68
31,76.0,Medium,High,--,9,91,Medium,Yes,1,Low,Medium,Private,,4,No,Postgraduate,,Male,72
19,94.0,Low,Medium,No,8,51,Medium,Yes,--,Medium,Low,Private,Positive,5,No,Postgraduate,Near,Male,69
26,74.0,Low,Low,--,5,89,Low,Yes,3,High,,Unknown,Negative,2,No,High School,Near,Male,66
24,NULL,High,High,N/A,6,59,Medium,N/A,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,70
28,88.0,High,Medium,No,N/A,79,Medium,Yes,0,Medium,N/A,Not Available,Positive,3,No,High School,Not Available,Male,Unknown
14,NULL,Medium,Medium,Yes,7,90,Medium,Yes,0,Low,Low,Public,Negative,3,No,College,Near,Female,65
N/A,74.0,High,Medium,Yes,6,78,Medium,Not Available,3,Not Available,High,Public,Positive,3,No,College,Near,Female,70
26,83.0,Low,Low,No,--,70,High,No,2,Medium,High,Public,Negative,4,Yes,,Moderate,Unknown,65
9,74.0,Medium,High,No,7,66,Low,Unknown,1,High,High,Private,Neutral,3,No,High School,Far,Female,62
13,63.0,High,Medium,,5,65,Medium,Yes,2,High,Not Available,NULL,Neutral,2,No,High School,Far,Male,62
8,,High,Medium,Yes,8,92,Medium,Yes,1,Medium,High,Public,Neutral,Not Available,No,Postgraduate,Moderate,Female,70
18,65.0,Medium,,Yes,6,91,Unknown,No,5,--,Medium,Private,Neutral,3,No,College,Near,Male,66
24,63.0,High,Low,Yes,7,91,Low,Yes,4,Low,Medium,Private,Positive,4,No,Not Available,Near,Female,67
29,95.0,Medium,Low,No,9,64,Medium,Yes,1,Medium,High,Public,Positive,3,No,High School,Near,Female,72
20,72.0,High,Low,Yes,Unknown,90,Low,Yes,0,N/A,High,Not Available,,3,No,Postgraduate,Near,Female,66
30,86.0,Medium,Low,Yes,8,Not Available,Medium,Yes,2,Medium,Medium,Public,Negative,2,Yes,College,Moderate,Not Available,68
12,73.0,High,Medium,No,5,60,Medium,Yes,Not Available,Low,Medium,NULL,Negative,4,No,High School,Moderate,Male,62
10,76.0,Low,N/A,Yes,8,76,Medium,Yes,2,High,High,Private,Positive,3,Yes,Postgraduate,N/A,Male,64
20,70.0,Medium,Medium,No,8,70,Medium,Yes,0,Low,Medium,Public,Neutral,5,No,Postgraduate,Near,Female,65
22,74.0,Medium,Low,Yes,6,56,Low,Yes,4,Medium,High,Public,Negative,3,No,Postgraduate,Moderate,Male,66
20,76.0,Medium,Low,No,7,52,--,Yes,2,Low,High,Private,Neutral,,No,High School,Near,Female,64
8,89.0,Medium,High,Yes,7,81,--,Yes,4,Low,Medium,Public,N/A,3,No,College,Unknown,Male,67
19,80.0,High,Medium,Yes,7,66,Low,Yes,4,Medium,Medium,Public,Negative,4,No,College,Near,Female,69
Unknown,98.0,Unknown,Medium,Yes,8,51,Medium,Yes,0,Medium,Low,Public,Positive,5,No,Postgraduate,Moderate,Male,68
24,62.0,Medium,Medium,No,6,72,High,Yes,2,Low,Low,Public,Neutral,4,No,High School,,Male,64
,80.0,High,Medium,Yes,7,N/A,Medium,Yes,2,High,Medium,Private,Neutral,2,No,High School,NULL,Not Available,68
